hgnc_symbol,uniprotswissprot
NUDT9,Q9BW91
WWOX,""
NUDT9,""
FSTL4,""
TKT,""
WWOX,Q9NZC7
SHANK2,Q9UPX8
ABHD14A,""
SHANK2,""
ABHD14A,Q9BUJ0
AP3D1,O14617
CHST13,Q8NET6
KDM3B,Q7LBC6
ENPP3,O14638
AP3D1,""
SHCBP1,Q8NEM2
SHCBP1,""
KDM3B,""
SPARCL1,Q14515
CIP2A,Q8TCG1
STIL,Q15468
STIL,""
SPARCL1,""
IZUMO1R,A6ND01
CIP2A,""
ACVR1,Q04771
LCE1F,Q5T754
ANGPTL6,""
LCE1E,Q5T753
VPS35,Q96QK1
ANGPTL6,Q8NI99
LCE1E,""
LCE1D,Q5T752
ACVR1,""
ETF1,P62495
MDM2,Q00987
VPS35,""
RELB,""
ETF1,""
NCAPD3,""
PDGFRA,P16234
MDM2,""
CRBN,""
ORC6,""
RELB,Q01201
PDGFRA,""
CAMK2B,""
NCDN,Q9UBB6
CRBN,Q96SW2
CAMK2B,Q13554
HOXD13,P35453
SH3RF2,Q8TEC5
ORC6,Q9Y5N6
HOXD12,P35452
HOXD12,""
NCDN,""
HOXD11,P31277
PLAC8L1,A1L4L8
PLAC8L1,""
HOXD10,P28358
TFAP2E,Q6VUC0
HOXD9,P28356
HOXD8,""
MYLK3,Q32MK0
HOXD8,P13378
HOXD4,P09016
HOXD1,Q9GZZ0
CNTN3,Q9P232
HOXD3,""
C16orf87,Q6PH81
HOXD3,P31249
C16orf87,""
LARS1,""
AMY1A,P0DUB6
LEKR1,""
PAICS,""
AMY1A,""
CLASRP,Q8N2M8
PAICS,P22234
LEKR1,Q6ZMV7
OR6C1,Q96RD1
CLASRP,""
ACSM4,P0C7M7
GPT2,Q8TD30
SYCP2L,Q5T4T6
ADPRH,P54922
GPT2,""
ARL9,Q6T311
ARL9,""
ADPRH,""
AMY1B,P0DTE7
GCC1,Q96CN9
SYCP2L,""
AMY1B,""
ZNF296,Q8WUU4
GEMIN7,Q9H840
NCAPD3,P42695
AMY1C,P0DTE8
AMY1C,""
HPDL,Q96IR7
OR2L5,Q8NG80
AFF3,P51826
MAB21L3,Q8N8X9
PPM1K,Q8N3J5
PPM1K,""
NEDD9,Q14511
DNAJA2,O60884
DNAH12,""
NEDD9,""
ARF5,""
AFF3,""
DNAJA2,""
DNAH12,Q6ZR08
ARF5,P84085
TBC1D17,Q9HA65
KRBOX5,""
FSCN3,""
TBC1D17,""
FSCN3,Q9NQT6
KRBOX5,Q7Z2F6
POLR2H,P52434
POLR2H,""
NUP62,P37198
ACACB,O00763
ACACB,""
LONRF2,Q1L5Z9
AP2A2,O94973
NUP62,""
IMPDH1,""
KREMEN2,Q8NCW0
IZUMO2,Q6UXV1
IZUMO2,""
NFASC,O94856
CHST10,O43529
NFASC,""
CHST10,""
U2AF2,P26368
U2AF2,""
POU6F1,""
TUBA4A,P68366
DHCR7,""
TUBA4A,""
SETD1A,O15047
DNAH8,""
MAP3K10,Q02779
SETD1A,""
BLOC1S1,P78537
MAP3K10,""
BLOC1S1,""
BRD7,""
DNAH8,Q96JB1
TTC9B,Q8N6N2
CLEC1B,""
IMPDH1,P20839
CLEC1B,Q9P126
CCNP,Q9H8S5
CCNP,""
H4C16,P62805
MST1,""
ZFAND3,Q9H8U3
ZFAND3,""
CNTN2,""
DNAJB2,""
PRSS48,Q7RTY5
C12orf42,Q96LP6
DNAJB2,P25686
ACTR3C,""
BRD7,Q9NPI1
ACTR3C,Q9C0K3
FHIP1A,Q05DH4
BTBD9,Q96Q07
DHCR7,Q9UBM7
C12orf42,""
FHIP1A,""
BTBD9,""
GALNT17,Q6IS24
LARS1,Q9P2J5
ASNSD1,""
GALNT17,""
ASNSD1,Q9NWL6
SNRNP25,""
GLO1,Q04760
ASDURF,""
ASDURF,L0R819
UTS2B,Q765I0
SLC22A2,O15244
UTS2B,""
WFIKKN1,Q96NZ8
SLC22A2,""
FOXRED1,""
SLC22A3,O75751
METTL26,""
GATB,O75879
OSGEPL1,Q9H4B0
METTL26,Q96S19
LPA,P08519
FOXRED1,Q96CU9
OSGEPL1,""
GATB,""
DNAJB6,""
ANKAR,Q7Z5J8
RBM27,Q9P2N5
CNTN2,Q02246
FBXL16,Q8N461
VEGFC,P49767
ANKAR,""
DNAJB6,O75190
MSLNL,""
NEIL3,Q8TAT5
UBXN4,""
NEIL3,""
UBXN4,Q92575
AKT2,P31751
AGA,P20933
AGA,""
SYPL2,Q5VXT5
LCT,P09848
SCPPPQ1,A0A411D538
LCT,""
IRS1,P35568
CCSAP,Q6IQ19
RHBDD1,""
AKT2,""
SRRM2,Q9UQ35
RHBDD1,Q8TEB9
PPBP,""
PPBP,P02775
SRRM2,""
RAN,""
ABLIM3,O94929
PTPRN2,Q92932
MOBP,""
ACTA1,""
ACTA1,P68133
ZFP69,Q49AA0
ABLIM3,""
CAPZA2,""
TXK,""
MOBP,Q13875
RAN,P62826
NUMB,P49757
TXK,P42681
TSPAN4,O14817
ZNF684,Q5T5D7
ZNF684,""
ZNF213,""
TSPAN4,""
RXYLT1,""
ZNF213,O14771
NUMB,""
AFAP1L1,Q8TED9
TRNAU1AP,Q9NX07
RXYLT1,Q9Y2B1
COL4A3,Q01955
MAP3K4,Q9Y6R4
TRIM72,Q6ZMU5
COL4A3,""
MAP3K4,""
GRPEL2,""
C19orf47,""
GRPEL2,Q8TAA5
C19orf47,Q8N9M1
MORN3,Q6PF18
TM4SF20,Q53R12
RAB42,Q8N4Z0
TM4SF20,""
PCYOX1L,""
CAPZA2,P47755
AMY2A,""
TAF10,Q12962
AMY2A,P04746
TAF10,""
SH3BP2,""
BLVRB,""
PCYOX1L,Q8NBM8
TMEM216,""
TMEM216,Q9P0N5
RUSF1,""
HEATR4,Q86WZ0
BLVRB,P30043
TMEM120B,A0PK00
HEATR4,""
RUSF1,Q96GQ5
SH3BP2,P78314
IL17B,Q9UHF5
TMEM120B,""
AGPAT4,Q9NRZ5
MED12L,""
AGPAT4,""
CBLN1,P23435
MED12L,Q86YW9
RHOF,Q9HBH0
CBLN1,""
RHOF,""
SLC36A1,""
AGFG1,P52594
PRKN,O60260
AGFG1,""
PRKN,""
CHIC2,""
SLC36A1,Q7Z2H8
CHIC2,Q9UKJ5
PACRG,Q96M98
GSX2,Q9BZM3
GSX2,""
PACRG,""
PSME3IP1,Q9GZU8
TXNDC16,""
PSME3IP1,""
TXNDC16,Q9P2K2
CDK18,Q07002
NAAA,""
NAAA,Q02083
GPR137C,Q8N3F9
GPR137C,""
KIF3C,O14782
KIF3C,""
CDK18,""
RNF145,Q96MT1
AGAP2,Q99490
MAGI2,Q86UL8
AGAP2,""
SUPT3H,O75486
SETD2,""
SUPT3H,""
HERC3,""
CDH5,""
MAGI2,""
RAB10,P61026
BICDL1,""
BICDL1,Q6ZP65
GOLT1A,Q6ZVE7
SETD2,Q9BYW2
HERC3,Q15034
GAREM2,Q75VX8
ERO1A,Q96HE7
PRDM9,Q9NQV7
RAB35,Q15286
C1orf146,Q5VVC0
ERO1A,""
RAB35,""
C1orf146,""
MSANTD5,A0A3B3IT52
NAP1L5,Q96NT1
CD2AP,Q9Y5K6
CDH5,P33151
HTR3C,Q8WXA8
OPN5,""
OPN5,Q6U736
TERB1,Q8NA31
SLC16A10,Q8TF71
SLC16A10,""
PSMC6,""
DNMT1,""
TERB1,""
MFSD4B,""
PSMC6,P62333
PLAC8,""
MFSD4B,Q5TF39
PLAC8,Q9NZF1
GLMN,Q92990
DENND2B,P78524
WWC1,Q8IX03
NAE1,""
GLMN,""
WWC1,""
GCN1,Q92616
HTR3E,A5X5Y0
HTR3E,""
RPAP2,Q8IXW5
ABCF3,""
RARS1,""
OR10X1,Q8NGY0
OR2T27,Q8NH04
OR6K3,""
OR6K3,Q8NGY3
STAG3,Q9UJ98
DENND2B,""
STAG3,""
MNDA,P41218
MNDA,""
OR10J3,""
OR14A16,Q8NHC5
OR11L1,Q8NGX0
TRIM58,Q8NG06
OR2W3,Q7Z3T1
RARS1,P54136
OR2AJ1,Q8NGZ0
OR2L8,Q8NGY9
OR6Y1,Q8NGX8
REV3L,""
ABCF3,Q9NUQ8
ZSCAN20,P17040
FBLL1,A6NHQ2
CCNI,""
CCNI,Q14094
OR2M5,A3KFT3
PANK3,Q9H999
OR2M2,Q96R28
PANK3,""
MYOC,""
REV3L,O60673
MYOC,Q99972
GABRD,""
RPLP0,P05388
OSMR,Q99650
RRAGD,Q9NQL2
NAE1,Q13564
RPLP0,""
GABRD,O14764
OSMR,""
SETD5,""
ZBTB17,""
ZBTB17,Q13105
CA7,P43166
ANKRD6,""
ANKRD6,Q9Y2G4
CA7,""
ARMC9,""
PDP2,""
DNMT1,P26358
PDP2,Q9P2J9
ARMC9,Q7Z3E5
SRARP,Q8NEQ6
SETD5,Q9C0A6
RRAD,P55042
RRAD,""
HSPB7,""
IQCE,Q6IPM2
SBF2,""
PXN,P49023
CIBAR2,""
HSPB7,Q9UBY9
SBF2,Q86WG5
C6orf62,Q9GZU0
IQCE,""
PXN,""
ARMH2,H3BNL8
CLCNKA,P51800
RICTOR,Q6R327
SYNCRIP,""
FAM131C,Q96AQ9
FBXL18,Q96ME1
RICTOR,""
OR2T8,A6NH00
FBXL18,""
POMC,P01189
EFHD2,Q96C19
WNT5B,""
EFHD2,""
POMC,""
HYDIN,Q4G0P3
CTRC,""
WNT5B,Q9H1J7
NSD1,""
HYDIN,""
CTRC,Q99895
SYNCRIP,O60506
OR6F1,Q8NGZ6
FBXL14,Q8N1E6
ASCL3,Q9NQ33
OR14K1,Q8NGZ2
OR51F1,A6NGY5
NSD1,Q96L73
OR9H1P,""
ERC1,""
OR10K1,Q8NGX5
OR2T12,Q8NG77
COL4A4,P53420
OR2T33,Q8NG76
OR11H12,B2RN74
COL4A4,""
ZBTB8A,Q96BR9
ZBTB8A,""
ZBTB8OS,""
SRD5A1,""
BAK1,Q16611
ETV1,P50549
POU2AF2,Q8IXP5
POU2AF2,""
DOCK6,Q96HP0
SRD5A1,P18405
DOCK6,""
ERC1,Q8IUD2
ZBTB8OS,Q8IWT0
POU2AF3,A8K830
POU2AF3,""
DDX10,""
EFNA2,O43921
ETV1,""
NRAS,P01111
SIKE1,Q9BRV8
ADAMTSL5,""
DDX10,Q13206
ZDHHC21,""
OR2T29,Q8NH02
OR4F5,""
ABCC5,O15440
ZDHHC21,Q8IVQ6
ITPR3,Q14573
RNF26,Q9BY78
BHLHE41,Q9C0J9
C1QTNF5,Q9BXJ0
OR13G1,Q8NGZ3
OR1C1,Q15619
C1QTNF5,""
TPD52L3,Q96J77
ABCC5,""
UQCC2,""
ZNF614,Q8N883
OR2M3,Q8NG83
UQCC2,Q9BRT2
ZNF614,""
OR6N1,Q8NGY5
OR2T11,Q8NH01
OR10Z1,Q8NGY1
MFRP,Q9BY79
IP6K3,Q96PC2
MFRP,""
RAPGEF5,""
IP6K3,""
ZNF432,O94892
RASSF8,Q8NHQ8
ZNF432,""
RAPGEF5,Q92565
LEMD2,""
RASSF8,""
ZNF841,Q6ZN19
UHRF2,Q96PU4
HTR3D,""
ZNF841,""
HTR3D,Q70Z44
HOXA4,Q00056
LEMD2,Q8NC56
HOXA4,""
ZNF616,Q08AN1
ZNF616,""
MUC19,""
SPTA1,P02549
UHRF2,""
TNFAIP2,Q03169
EEPD1,Q7L9B9
ZNF836,""
TNFAIP2,""
ZNF836,Q6ZNA1
EEPD1,""
ZNF766,""
FIGNL1,Q6PIW4
BICRAL,Q6AI39
AVIL,O75366
DSCC1,Q9BVC3
USP2,O75604
ZNF766,Q5HY98
FIGNL1,""
DVL3,Q92997
USP2,""
DVL3,""
CDC5L,Q99459
ZNF480,Q8WV37
ZNF480,""
DEPTOR,Q8TB45
AVIL,""
THY1,P04216
ZRANB2,O95218
ZNF610,Q8N9Z0
THY1,""
CYP3A5,P20815
ZNF610,""
CLEC2D,""
ZFP36L1,Q07352
ZNF880,""
ZNF880,Q6PDB4
DRC12,Q494R4
DOK2,O60496
ZFP36L1,""
DOK2,""
MYEOV,Q96EZ4
MYEOV,""
ZNF528,Q3MIS6
ZNF528,""
AP2M1,""
CYP3A5,""
COL21A1,""
CLEC2D,Q9UHP7
ZNF534,Q76KX8
ZNF534,""
ZKSCAN1,""
COL6A3,P12111
CERS2,""
COL6A3,""
CCND1,P24385
CCND1,""
ZKSCAN1,P17029
AP2M1,Q96CW1
DCAF4,""
CERS2,Q96G23
LTO1,""
CD69,Q07108
CD69,""
LTO1,Q8WV07
FPGS,Q05932
ANXA9,O76027
DES,P17661
ACTRT3,Q9BYD9
DCAF4,Q8WV16
FGF19,O95750
FGF4,P08620
XPO7,Q9UIA9
KLRF1,""
CXCR5,P32302
XPO7,""
FPGS,""
KLRF1,Q9NZS2
COL21A1,Q96P44
PPP2R1A,""
BCL9L,Q86UU0
PRUNE1,Q86TP1
MYNN,Q9NPC7
ZNF3,P17036
PRUNE1,""
NUDT18,""
BCL9L,""
NUDT18,Q6ZVK8
CLEC2B,Q92478
CLEC2B,""
PPP2R1A,P30153
MYNN,""
UPK2,O00526
ZNF3,""
KHDC1,Q4VXA5
KLRF2,D3W0D1
KHDC1,""
CLEC2A,Q6UVW9
MRAP2,Q96G30
FOXR1,Q6PIV2
SERPINA11,""
SERPINA11,Q86U17
LBHD2,A0A0U1RRK4
LRRC34,Q8IZ02
FOXR1,""
CACNA1H,""
PDE4D,Q08499
SCN2A,""
BNIPL,Q7Z465
LRRC34,""
PDE4D,""
CACNA1H,O95180
CLEC12A,Q5QGZ9
BNIPL,""
CLEC12A,""
CEP162,Q5TB80
ZNF302,""
PRKCH,""
C1orf56,Q9BUN1
LRRC31,Q6UY01
SCN2A,Q99250
CDC42SE1,Q9NRR8
ZNF302,Q9NR11
CEP162,""
GABRR2,P28476
MLLT11,Q13015
IER5,Q5VY09
UBXN2B,Q14CS0
UBXN2B,""
SLC25A44,""
SAMD7,Q7Z3H4
ZNF599,Q96NL3
SLC25A44,Q96H78
SAMD7,""
ZNF599,""
HMBS,""
SCML4,Q8N228
FH,""
CYP7A1,P22680
SYK,P43405
PRKCH,P24723
SCML4,""
FH,P07954
KCNK12,Q9HB15
TPSG1,Q9NRR2
TPSG1,""
ZNF253,O75346
NKAIN2,Q5VXU1
ZNF253,""
NKAIN2,""
DEPDC1B,Q8WUY9
SEC62,""
FBXO11,""
DEPDC1B,""
ZFP30,""
"",C0HM02
ZFP30,Q9Y2G7
RNF217,Q8TC41
RNF217,""
SEC62,Q99442
TPSB2,""
TPSB2,P20231
TPSAB1,Q15661
TPSAB1,""
KMO,O15229
TPSD1,""
TUNAR,A0A1B0GTB2
CHFR,Q96EP1
GPR160,Q9UJ42
TUNAR,""
TPSD1,Q9BZJ3
GPR160,""
BDKRB2,P30411
ZNF577,""
KMO,""
TPD52L1,""
LRRIQ4,A6NIV6
LRRIQ4,""
ZNF577,Q9BSK1
BDKRB1,P46663
SDCBP,O00560
OPN3,Q9H1Y3
BDKRB1,""
OPN3,""
CHFR,""
TEX264,""
FBXO11,Q86XK2
CHML,P26374
SDCBP,""
CHML,""
IFNL4,""
TEX264,Q9Y6I9
CHMP4BP1,P59074
TGFBI,Q15582
TPD52L1,Q16890
EIF2AK3,""
ZNF497,Q6ZNH5
ZNF497,""
ZNF837,Q96EG3
ZNF605,Q86T29
TGFBI,""
GRM2,Q14416
ATAD3A,Q9NVI7
GRM2,""
ATAD3A,""
ZNF26,P17031
ZNF26,""
HDDC2,Q7Z4H3
RPS5,P46782
IQCF6,""
RPS5,""
IQCF6,A8MYZ5
SSU72,Q9NP77
HDDC2,""
RNF225,M0QZC1
NSMAF,Q92636
ZNF84,P51523
HMBS,P08397
ZNF84,""
NCBP2,""
ZNF584,Q8IVC4
ZNF584,""
HEY2,""
HEY2,Q9UBP5
NCBP2,P52298
SMAD5,Q99717
NSMAF,""
SLC26A5,P58743
SMAD5,""
CITED2,Q99967
MIB2,""
CITED2,""
MPC1,Q9Y5U8
MPC1,""
EIF2AK3,Q9NZJ5
ZNF132,P52740
NCBP2AS2,Q69YL0
PIGZ,Q86VD9
SMIM32,A0A1B0GUA5
PIGZ,""
LRRC1,Q9BTT6
ZNF324B,Q6AW86
LRRCC1,""
ZNF324B,""
SLC26A5,""
LRRC1,""
TSC22D2,O75157
MLIP,""
DENND5B,Q6ZUT9
TSC22D2,""
DENND5B,""
ZNF324,O75467
CERKL,""
ZNF324,""
CCNH,""
LRRCC1,Q9C099
GIMAP7,Q8NHV1
SLC22A25,Q6T423
GIMAP4,""
CCNH,P51946
ZNF446,""
SLC22A25,""
GIMAP4,Q9NUV9
ZNF446,Q9NWS9
GIMAP6,Q6P9H5
GIMAP6,""
SLC27A5,""
SLC27A5,Q9Y2P5
E2F5,Q15329
COL6A6,A6NMZ7
CERKL,Q49MI3
E2F5,""
COL6A6,""
MLIP,Q5VWP3
ZBTB45,Q96K62
ZBTB45,""
MIB2,Q96AX9
TMEM176B,Q3YBM2
ZNF662,Q6ZS27
ZNF662,""
UBE2I,""
RBIS,Q8N0T1
RBIS,""
DPP9,""
UBE2I,P63279
CELF1,Q92879
OGFRL1,Q5TC84
OGFRL1,""
NEUROD1,Q13562
DPP9,Q86TI2
SNRK,Q9NRH2
GMPPA,""
CELF1,""
SNRK,""
GASK1A,""
GASK1A,Q9UFP1
BCL9,""
BCL9,O00512
AGAP3,Q96P47
EXO1,""
SMIM38,A0A286YFK9
HRH1,P35367
MS4A1,""
HRH1,""
MS4A1,P11836
AGAP3,""
GMPPA,Q96IJ6
PARP8,Q8N3A8
PMIS2,""
PMIS2,A0A1W2PS18
PPP1R15A,""
PPP1R15A,O75807
EXO1,Q9UQ84
SIGLEC16,""
GLYATL1,""
CA1,P00915
SNAPC2,Q13487
CA1,""
SNAPC2,""
BECN2,A8MW95
PARP8,""
ATG7,""
GLYATL1,Q969I3
MAP1LC3C,Q9BXW4
ATG7,O95352
ARID1B,Q8NFD5
WDR64,B1ANS9
PAXIP1,""
WDR64,""
ARID1B,""
SMIM35,A0A1B0GVV1
SP3,""
PAXIP1,Q6ZW49
MAST3,""
SP3,Q02447
GOLGA3,Q08378
TMEM138,Q9NPI0
OR4F3,Q6IEY1
GOLGA3,""
MAST3,O60307
TMEM138,""
DYNLT5,Q8N7M0
DYNLT5,""
TAF11L5,A0A1W2PP81
TAF11L3,A0A1W2PRV1
TAF11L7,P0DW12
TAF11L8,P0DW13
TAF11L13,A0A1W2PPH5
TAF11L4,A0A1W2PPE2
TAF11L6,P0DW11
TAF11L10,P0DW14
UBE3C,Q15386
PTH2R,""
TAF11L9,A0A1W2PR64
TAF11L2,A6NLC8
TAF11L14,A0A1W2PPL8
PTH2R,P49190
UBE3C,""
DNAI4,Q5VTH9
UGT1A3,P35503
DNAI4,""
SSU72L6,A0A1W2PR75
TRIB2,Q92519
TNFAIP3,P21580
TRIB2,""
TNFAIP3,""
LMO1,P25800
LMO1,""
APC,P25054
APC,""
UGT1A8,Q9HAW9
MCM7,""
VGLL4,""
UGT1A5,P35504
MCM7,P33993
VGLL4,Q14135
UGT1A7,Q9HAW7
UGT1A7,""
TBC1D32,Q96NH3
RAB6D,Q53S08
TBC1D32,""
TSGA13,Q96PP4
TSGA13,""
STK33,Q9BYT3
KLF14,Q8TD94
SLC6A3,""
MET,""
STK33,""
RASAL1,O95294
MET,P08581
CARNS1,A5YM72
MYH14,Q7Z406
LNPEP,Q9UIQ6
CALN1,Q9BXU9
CALN1,""
MYH14,""
LIX1,Q8N485
LRRC4,Q9HBW1
LRRC4,""
LIX1,""
ANKRD42,""
LEP,P41159
ANKRD42,Q8N9B4
CNTNAP5,Q8WYK1
R3HDM2,Q9Y2K5
R3HDM2,""
GSTA5,""
GSTA5,Q7RTV2
PCF11,O94913
TSPAN13,O95857
PCF11,""
RARB,P10826
CNTNAP5,""
RARB,""
COMP,P49747
BTBD18,B2RXH4
NBEAL1,""
COMP,""
SNRPF,P62306
IL31RA,Q8NI17
SNRPF,""
MISFA,""
AGR2,O95994
SESN1,Q9Y6P5
AGR2,""
MISFA,A0A0U1RRN3
IL31RA,""
SGIP1,""
NBEAL1,Q6ZS30
UPF1,Q92900
SGIP1,Q9BQI5
UPF1,""
AGR3,Q8TD06
TRMT10C,Q7L0Y3
TRMT10C,""
AGR3,""
ATP13A3,Q9H7F0
KIF20A,""
ATP13A3,""
PAN2,Q504Q3
LBHD1,Q9BQE6
OLFM2,""
OLFM2,O95897
CEP57L1,""
KIF20A,O95235
KRBA1,""
LBHD1,""
METTL8,""
BAIAP3,O94812
METTL8,Q9H825
CDHR4,""
PSG11,Q9UQ72
GFRA3,""
GFRA3,O60609
PSG11,""
CDHR4,A6H8M9
FAM153A,""
PAN2,""
PSG2,P11465
INKA1,""
PSG2,""
BAIAP3,""
CACNA1G,O43497
CEP57L1,Q8IYX8
PSG3,""
LIMA1,""
PSG3,Q16557
PPP1R1C,Q8WVI7
FAM153A,Q9UHL3
CWF19L2,Q2TBE0
KRBA1,A5PL33
LIMA1,Q9UHB6
UBA7,P41226
ASPRV1,Q53RT3
CWF19L2,""
PSG8,Q9UQ74
SULT1C3,Q6IMI6
LBR,Q14739
LBR,""
ZNF467,""
ZNF467,Q7Z7K2
PSG8,""
IL37,Q9NZH6
PSG1,P11464
PSG1,""
ZNF862,""
ZNF862,O60290
GPRC5D,Q9NZD1
TRAIP,Q9BWF2
INHBE,P58166
TRAIP,""
SOX8,""
SOX8,P57073
CACNA1G,""
SSTR5,P35346
SSTR5,""
CYTH2,""
C1QTNF8,P60827
CYTH2,Q99418
FAM153CP,""
TCF3,""
DNAH14,Q0VDD8
CAPRIN2,""
KCNH2,Q12809
NCOA1,Q15788
KCNH2,""
CAMKV,Q8NCB2
NCOA1,""
DNAH14,""
CAMKV,""
C2orf81,A6NN90
C2orf81,""
RSPH10B,""
RSPH10B,P0C881
SULT1A1,P50225
SULT1A1,""
TCF3,P15923
CDO1,Q16878
OR1F1,O43749
DCDC2B,A2VCK2
MON1A,Q86VX9
HYCC2,Q8IXS8
ATG12,O94817
HYCC2,""
DYRK3,O43781
DYRK3,""
ATG12,""
TNFSF18,Q9UNG2
MAP10,Q9P2G4
PROC,""
PLPPR4,Q7Z2D5
PLPPR4,""
AP3S1,Q92572
AP3S1,""
PROC,P04070
TRIM67,""
TRIM67,Q6ZTA4
FPGT,""
FPGT,O14772
INSL5,Q9Y5Q6
PRRC1,""
ZNF124,Q15973
PRRC1,Q96M27
ZNF124,""
OR6P1,Q8NGX9
CAPRIN2,Q6IMN6
FAM72C,H0Y354
FAM72C,""
TAF11L11,A0A1W2PQ09
TAF11L12,""
TAF11L12,A0A1W2PPW3
SLC2A7,Q6PXP3
OR6K2,Q8NGY2
RBM6,P78332
LCE4A,Q5TA78
ACTRT2,Q8TDY3
LDLRAD2,Q5SZI1
RBM6,""
LIMS2,""
HSPG2,P98160
AP2A1,O95782
NPEPPS,""
LIMS2,Q7Z4I7
HSPG2,""
PMS2,P54278
PMS2,""
FRAT1,Q92837
AP2A1,""
"",P0C7A2
FRAT2,O75474
PAX6,P26367
CELA3B,P08861
CELA3B,""
RAB8A,P61006
MYH11,""
CELA3A,P09093
PAX6,""
CELA3A,""
RBM5,P52756
RBM5,""
RAD51AP1,""
SLC35A4,Q96G79
GPR17,Q13304
GPR17,""
"",L0R6Q1
WNT4,P56705
WNT4,""
IRX1,P78414
AVPR1B,P47901
ALMS1,""
ALMS1,Q8TCU4
FAM72A,Q5TYM5
FAM72A,""
NPEPPS,P55786
RAD51AP1,Q96B01
PALB2,""
PALB2,Q86YC2
CENPK,Q9BS16
CENPK,""
DYRK4,""
RRP12,Q5JTH9
CD86,P42081
HDAC4,P56524
HDAC4,""
GNAO1,""
SRGAP2,O75044
DYRK4,Q9NR20
CD86,""
SRGAP2,""
RRP12,""
RABEP1,""
LGALS14,Q8TCE9
LGALS14,""
GNAO1,P09471
CLC,Q05315
VASP,""
AKAP3,O75969
CASR,P41180
PGAM1,P18669
AKAP3,""
PPWD1,""
CASR,""
PPWD1,Q96BP3
VASP,P50552
CSTA,P01040
CSTA,""
RABEP1,Q15276
MIX23,Q4VC31
MIX23,""
SNTB2,Q13425
ID2,Q02363
EXOSC1,Q9Y3B2
EXOSC1,""
CCDC83,Q8IWF9
NDUFA9,Q16795
FAM162A,""
CCDC83,""
NDUFA9,""
VPS4A,""
FAM162A,Q96A26
MBOAT2,Q6ZWT7
MBOAT2,""
WDR5B,Q86VZ2
SCAMP4,Q969E2
VPS4A,Q9UN37
RPAIN,Q86UA6
TRIM23,P36406
IKBKE,Q14164
GALNT8,Q9NY28
GALNT8,""
IKBKE,""
KCNE4,Q8WWG9
SCAMP4,""
KCNA6,P17658
TRIM23,""
KCNA1,Q09470
KCNA1,""
AP4M1,""
AP4M1,O00189
GPATCH1,""
RASSF5,Q8WWW0
RASSF5,""
C1QBP,Q07021
C1QBP,""
EIF2D,""
KPNA1,P52294
GPATCH1,Q9BRR8
DPY19L2,Q6NUT2
CEBPA,P49715
EIF2D,P41214
DPY19L2,""
KPNA1,""
TRAPPC13,""
ZNF536,O15090
ZNF536,""
CRYGN,Q8WXF5
DHX33,Q9H6R0
TRAPPC13,A5PLN9
CRYGN,""
DHX33,""
SHLD3,Q6ZNX1
RHEB,Q15382
SHLD3,""
RHEB,""
SGTB,Q96EQ0
SGTB,""
SRGAP1,Q7Z6B7
ZNF615,Q8N8J6
ZNF615,""
SRGAP1,""
PARP9,Q8IXQ6
DERL2,Q9GZP9
DERL2,""
PARP9,""
TMT1A,Q9H8H3
TMT1A,""
CROCC,Q5TZA2
MIS12,""
CROCC,""
MIS12,Q9H081
ZNF790,Q6PG37
ATF1,""
DTX3L,Q8TDB6
ZNF790,""
ATF1,P18846
DELE1,Q14154
DELE1,""
TMPRSS12,""
ZNF829,Q3KNS6
TMPRSS12,Q86WS5
HIGD1C,""
HIGD1C,A8MV81
PCDH12,Q9NPG4
PCDH12,""
ZNF345,Q14585
VASH2,Q86V25
PARP15,""
ZNF345,""
GOLGA6L6,A8MZA4
VASH2,""
FAM90A1,Q86YD7
PARP15,Q460N3
FAM90A1,""
ZDHHC16,Q969W1
PRKAG2,Q9UGJ0
RNF14,""
PRKAG2,""
ZDHHC16,""
CYB5RL,Q6IPT4
CYB5RL,""
ZNF568,""
MYL6B,P14649
EMC3,Q9P0I2
EMC3,""
ZNF568,Q3ZCX4
RNF14,Q9UBS8
KIDINS220,""
MYL6B,""
ATXN7L2,""
POTEB2,H3BUK9
SRPRB,Q9Y5M8
SRPRB,""
ATXN7L2,Q5T6C5
KIDINS220,Q9ULH0
NUP88,""
FUOM,""
FUOM,A2VDF0
ZNF559-ZNF177,""
CENPL,Q8N0S6
SYTL2,Q9HCH5
DCBLD2,Q96PD2
AICDA,Q9GZX7
GNPDA1,""
GNPDA1,P46926
DCBLD2,""
NUP88,Q99567
STMP1,""
SYTL2,""
AKR1C3,""
STMP1,E0CX11
AICDA,""
AKR1C3,P42330
DHX40,""
NDFIP1,Q9BT67
AKR1C8,""
SPRY4,""
SPRY4,Q9C004
AKR1C8,Q5T2L2
YIPF4,Q9BSR8
YIPF4,""
FOXJ2,Q9P0K8
TTC27,""
DHX40,Q8IX18
C3AR1,Q16581
C3AR1,""
SLC13A4,""
RABGAP1L,Q5R372
GYS1,P13807
TTC27,Q6P3X3
AKR1C4,P17516
SLC13A4,Q9UKG4
FGF1,P05230
GYS1,""
SOST,Q9BQB4
ST3GAL6,Q9Y274
ST3GAL6,""
DUSP3,P51452
DUSP3,""
RABGAP1L,""
CGB7,P0DN87
FAM180A,Q6UWF9
FGF1,""
CFAP97D1,B2RV13
CFAP97D1,""
MTPN,P58546
UCN3,Q969E3
MTPN,""
HNRNPA0,Q13151
